nameList,titleList,tagList,textList
['\n      ru_vds\n    '],"['Учебный курс по React', ' часть 2: функциональные компоненты']",['Блог компании RUVDS.com Разработка веб-сайтов *ReactJS *'],"['В одном из наших предыдущих материалов мы задавали вам вопрос о том', ' целесообразно ли сделать на базе этого курса по React серию традиционных публикаций. Вы нашу идею поддержали. Поэтому сегодня мы представляем вашему внимание продолжение курса. Здесь мы поговорим о функциональных компонентах.\n\n\n\n\r\n→ Часть 1: обзор курса', ' причины популярности React', ' ReactDOM и JSX\r\n→ Часть 2: функциональные компоненты\r\n→ Часть 3: файлы компонентов', ' структура проектов\r\n→ Часть 4: родительские и дочерние компоненты\r\n→ Часть 5: начало работы над TODO-приложением', ' основы стилизации\r\n→ Часть 6: о некоторых особенностях курса', ' JSX и JavaScript\r\n→ Часть 7: встроенные стили\r\n→ Часть 8: продолжение работы над TODO-приложением', ' знакомство со свойствами компонентов\r\n→ Часть 9: свойства компонентов\r\n→ Часть 10: практикум по работе со свойствами компонентов и стилизации\r\n→ Часть 11: динамическое формирование разметки и метод массивов map\r\n→ Часть 12: практикум', ' третий этап работы над TODO-приложением\r\n→ Часть 13: компоненты', ' основанные на классах\r\n→ Часть 14: практикум по компонентам', ' основанным на классах', ' состояние компонентов\r\n→ Часть 15: практикумы по работе с состоянием компонентов\r\n→ Часть 16: четвёртый этап работы над TODO-приложением', ' обработка событий\r\n→ Часть 17: пятый этап работы над TODO-приложением', ' модификация состояния компонентов\r\n→ Часть 18: шестой этап работы над TODO-приложением\r\n→ Часть 19: методы жизненного цикла компонентов\r\n→ Часть 20: первое занятие по условному рендерингу\r\n→ Часть 21: второе занятие и практикум по условному рендерингу\r\n→ Часть 22: седьмой этап работы над TODO-приложением', ' загрузка данных из внешних источников\r\n→ Часть 23: первое занятие по работе с формами\r\n→ Часть 24: второе занятие по работе с формами\r\n→ Часть 25: практикум по работе с формами\r\n→ Часть 26: архитектура приложений', ' паттерн Container/Component\r\n→ Часть 27: курсовой проект']"
['\n      ru_vds\n    '],"['Учебный курс по React', ' часть 21: второе занятие и практикум по условному рендерингу']",['Блог компании RUVDS.com Разработка веб-сайтов *JavaScript *ReactJS *'],"['Сегодня', ' в переводе следующей части учебного курса по React', ' мы предлагаем вашему вниманию второе занятие по условному рендерингу и практикум по этой теме.\n\n\n\r\n→ Часть 1: обзор курса', ' причины популярности React', ' ReactDOM и JSX\r\n→ Часть 2: функциональные компоненты\r\n→ Часть 3: файлы компонентов', ' структура проектов\r\n→ Часть 4: родительские и дочерние компоненты\r\n→ Часть 5: начало работы над TODO-приложением', ' основы стилизации\r\n→ Часть 6: о некоторых особенностях курса', ' JSX и JavaScript\r\n→ Часть 7: встроенные стили\r\n→ Часть 8: продолжение работы над TODO-приложением', ' знакомство со свойствами компонентов\r\n→ Часть 9: свойства компонентов\r\n→ Часть 10: практикум по работе со свойствами компонентов и стилизации\r\n→ Часть 11: динамическое формирование разметки и метод массивов map\r\n→ Часть 12: практикум', ' третий этап работы над TODO-приложением\r\n→ Часть 13: компоненты', ' основанные на классах\r\n→ Часть 14: практикум по компонентам', ' основанным на классах', ' состояние компонентов\r\n→ Часть 15: практикумы по работе с состоянием компонентов\r\n→ Часть 16: четвёртый этап работы над TODO-приложением', ' обработка событий\r\n→ Часть 17: пятый этап работы над TODO-приложением', ' модификация состояния компонентов\r\n→ Часть 18: шестой этап работы над TODO-приложением\r\n→ Часть 19: методы жизненного цикла компонентов\r\n→ Часть 20: первое занятие по условному рендерингу\r\n→ Часть 21: второе занятие и практикум по условному рендерингу\r\n→ Часть 22: седьмой этап работы над TODO-приложением', ' загрузка данных из внешних источников\r\n→ Часть 23: первое занятие по работе с формами\r\n→ Часть 24: второе занятие по работе с формами\r\n→ Часть 25: практикум по работе с формами\r\n→ Часть 26: архитектура приложений', ' паттерн Container/Component\r\n→ Часть 27: курсовой проект']"
['\n      yallie\n    '],['Unstated-next: минималистичное управление состоянием React-приложения'],['ReactJS *'],"['200 байт для управления состоянием React-компонентов\n\nReact-хуки: это все', ' что нужно для управления состоянием.\n~200 байт', ' min+gz.\nЗнакомый API: просто пользуйтесь React', ' как обычно.\nМинимальный API: хватит пяти минут', ' чтобы разобраться.\nНаписан на TypeScript', ' чтобы обеспечить автоматический вывод типов.\n\nГлавный вопрос: чем этот пакет лучше', ' чем Redux? Ну...']"
['\n      fokus-lop\n    '],['5 отличных способов анимировать React-приложения в 2019 году'],['Блог компании Skillbox Разработка веб-сайтов *Программирование *Учебный процесс в IT '],"['\n\r\nАнимация в приложениях React — популярная и обсуждаемая тема. Дело в том', ' что способов ее создания очень много. Некоторые разработчики используют CSS', ' добавляя теги в HTML-классы. Отличный способ', ' его стоит применять. Но', ' если вы хотите работать со сложными видами анимаций', ' стоит уделить время изучению GreenSock', ' это популярная и мощная платформа. Также для создания анимаций существует масса библиотек и компонентов. Давайте поговорим о них.']"
['\n      ru_vds\n    '],[' ...  по разработке крупномасштабных React-приложений. Часть 2 ... '],['Блог компании RUVDS.com Разработка веб-сайтов *JavaScript *ReactJS *'],"['Сегодня мы публикуем вторую часть перевода материала', ' который посвящён разработке крупномасштабных React-приложений. Здесь речь пойдёт об управлении состоянием приложений', ' о маршрутизации и о разработке интерфейсов.\n\n\n\r\nЧасть 1: Практические рекомендации по разработке масштабных React-приложений. Планирование', ' действия', ' источники данных и API\n\r\nЧасть 2: Практические рекомендации по разработке крупномасштабных React-приложений. Часть 2: управление состоянием', ' маршрутизация\n']"
['\n      SSul\n    '],"['Нативная разработка', ' React Native и Flutter: критерии выбора']",['Блог компании SimbirSoft Разработка под iOS *Разработка мобильных приложений *Разработка под Android *Flutter *'],"['Уже на стадии проектирования мобильного приложения важно понимать', ' какой язык выгоднее использовать для конкретного проекта. Наряду с нативной разработкой (например', ' для iOS — Swift или Objective-C', ' для Android – Java или Kotlin)', ' используются кроссплатформенные фреймворки', ' такие как React Native и Flutter. Мы в SimbirSoft предлагаем несколько критериев', ' которые помогут в выборе как бизнесу', ' так и мобильному разработчику. \n\n']"
['\n      san-smith\n    '],['React Native: делаем draggable & swipeable список'],['Разработка под iOS *Разработка под Android *ReactJS *'],"['Сегодня трудно кого-то удивить возможностью свайпать элементы списка в мобильных приложениях. В одном нашем react-native приложении тоже была такая функциональность', ' но недавно возникла необходимость расширить её возможностью перетаскивать элементы списка. А поскольку процесс поиска решения стоил мне некоторого количества нервных клеток', ' я решил запилить небольшую статью', ' чтобы сэкономить драгоценное время будущим поколениям.\n\n']"
['\n      DmitriyKotlyarenko\n    '],['Modern Environment for React Native Applications'],['Программирование *Разработка под iOS *Разработка под Android *ReactJS *TypeScript *'],"['In this article', ' we will consider the process of setting up a React Native environment using expo-cli', ' Typescript', ' and Jest.\r\nTypescript will help us avoid development mistakes and write a more efficient mobile application.\n\r\nModern tools allow integrating Typescript into the development environment. We can also use VS Code that supports Typescript.\n\nIntegration with React Native will give us the opportunity to use the auto-completion service', ' code navigation', ' and refactoring.\n\r\nExpo is a toolkit that simplifies the creation of native React applications. This tutorial will give you an idea of how you can quickly create native React applications using Expo.\n\n\n']"
['\n      RostislavDugin\n    '],['The Clean Architecture на TypeScript и React. Часть 1: Основы'],['Разработка веб-сайтов *JavaScript *ООП *ReactJS *'],"['\n\r\nДобрый день', ' уважаемые читатели. В этой статье мы поговорим об архитектуре программного обеспечения в веб-разработке. Довольно долгое время я и мои коллеги используем вариацию The Clean Architecture для построения архитектуры в своих проектах Frontend проектах. Изначально я взял ее на вооружение с переходом на TypeScript', ' так как не нашел других подходящих общепринятых архитектурных подходов в мире разработки на React (а пришел я из Android-разработки', ' где давным-давно', ' еще до Kotlin', ' наделала шумихи статья от Fernando Cejas', ' на которую я до сих пор иногда ссылаюсь).\n\r\nВ данной статье я хочу рассказать вам о нашем опыте применения The Clean Architecture в React-приложениях с использованием TypeScript. Зачем я это рассказываю? — Иногда мне приходится разъяснять и обосновывать ее использование разработчикам', ' которые еще не знакомы с таким подходом. Поэтому здесь я сделаю детальный разбор с наглядными пояснениями на которое я смогу ссылаться в будущем.']"
['\n      ph_piter\n    '],['Постепенно вводим TypeScript в ваш проект на React'],['Блог компании Издательский дом «Питер» Занимательные задачки JavaScript *Программирование *TypeScript *'],"['Привет', ' Хабр!\n\r\nВ последнее время в области front-end особую популярность приобретает комбинация React+TypeScript. Соответственно', ' возрастает актуальность грамотной миграции с JavaScript на TypeScript', ' желательно в сжатые сроки. Сегодня мы хотели бы обсудить с вами именно эту тему.\n\n']"
['\n      IvanGanev\n    '],['Как управлять состоянием React приложения без сторонних библиотек'],['Разработка веб-сайтов *JavaScript *ReactJS *'],"['\nРеакт это все что вам нужно для управления состоянием вашего приложения.\nУправление состоянием это одна из сложнейших задач при разработки приложения. Вот почему каждый день появляются все новые и новые библиотеки для управления состоянием', ' их становится все больше и больше', ' причем многие из них разрабатываются поверх уже существующих решений. В npm вы можете найти сотни ""упрощенных Redux"" библиотек. Однако', ' несмотря на то что управлять состоянием сложно', ' одной из причин того почему так получилось стало именно то что мы слишком переусложняем решение проблемы.\nСуществует метод управления состоянием который лично я пытаюсь применять еще с тех пор как я начал использовать Реакт. И теперь', ' после релиза хуков (hooks) и улучшения контекстов (context)', ' этот метод управления состояниями стало очень просто использовать.']"
['\n      ru_vds\n    '],['React-разработка: 6 путей к профессиональному росту'],['Блог компании RUVDS.com Разработка веб-сайтов *JavaScript *ReactJS *Карьера в IT-индустрии '],"['Последние полгода я наблюдал за развитием начинающих React-программистов. За это время они прошли просто невероятный путь. Скорость их обучения', ' их жажда знаний', ' их стремление к совершенству — всё это произвело на меня сильнейшее впечатление.\n\r\nКак им это удалось? Как они превратились из тех', ' кто не может без посторонней помощи открыть PR', ' в тех', ' к кому обращаются за помощью другие? Что сделало людей', ' просящих советов', ' людьми', ' охотно дающих советы другим? Как ученики превратились в учителей?\n\n\n\r\nЯ задал им эти вопросы. Вот что они на них ответили.']"
['\n      PatriciaNeil\n    '],['7 Best Practices Every Budding React.JS Developer Must Follow to Excel'],['Веб-дизайн *JavaScript *Программирование *ReactJS *'],"['\n\r\nWith the advancement in web technology', ' the entire globe is sliding towards the online tech sphere. The globe around us is going tech-centric day by day and thus the demand for front-end designers and developers also.\n\r\nWhatever', ' be the purpose', ' people just google things and get their desired result. This is all because of the increase in the evolution of web and mobile app development. While we all know that to be a Web developer', ' you need to have basic skills of HTML', ' CSS', ' and JavaScript', ' but', ' with time React.js emerged into the technology stack of the web development field and outdated JavaScript. \n\r\nA Report by JS reflects that 64.8% of the web developers prefer to use the React.JS framework and would love to use it again and again in the future. It has even beaten other categories of frameworks that are Vue.js with 28.8% votes and Angular with 23.9% votes. This is the reason why the demand for React.JS development companies is at an all-time high.\n\n\n\r\nWith React', ' it becomes painless to build an interactive user interface. It efficiently updates and renders the right components when changes are made.\n\r\nBefore you use React.js as web technology', ' let’s have a look at the practices that every React.js developer should follow to write better react codes for their application.']"
['\n      AndrewKhizhnyak\n    '],['REACT + JEST = TDD ❤️'],['Блог компании ManyChat Разработка веб-сайтов *TDD *Тестирование веб-сервисов *ReactJS *'],"['Привет', ' Хабр! Меня зовут Андрей Хижняк', ' я фронтенд-разработчик в команде', ' разрабатывающей App Store внутри ManyChat.\n\r\nКак и моим коллегам', ' мне нравится пробовать новые подходы', ' методологии и практики', ' заниматься повышением качества и скорости разработки. В начале этого года мы с командой решили попробовать одну из техник экстремального программирования — TDD.\n\r\nОт том', ' что из этого вышло', ' и будет моя статья', ' добро пожаловать под кат!\n\n']"
['\n      frolant\n    '],['SEO-оптимизация сайта на React или как добиться конверсии от поисковиков если у вас Single Page Application'],['Блог компании Россельхозбанк Разработка веб-сайтов *ReactJS *Повышение конверсии *Поисковая оптимизация '],"['Смоделируем ситуацию: Вы являетесь членом команды веб-разработчиков', ' занимающихся созданием frontend-части молодого интернет-ресурса на базе React. И вот', ' когда уже начинает казаться что ваша разработка достигла определенной функциональной', ' качественной и эстетической кондиции', ' вы сталкиваетесь с достаточно сложным и не менее интересным вопросом: А что делать с SEO? Как добиться качественной конверсии от поисковых систем? Как сделать так', ' чтобы о вашем ресурсе узнал весь мир', ' не вкладывая в это огромного количества денег за платные рекламные компании либо сил в крупномасштабную дополнительную разработку? Как заставить контент вашего Single Page Application работать на вас в поисковых выдачах и приносить клиентов? Интересно? Тогда поехали…']"
['\n      Sanchezz17\n    '],['Вопросы для собеседования по хукам React'],['Разработка веб-сайтов *JavaScript *Программирование *ReactJS *'],['В данной статье приведены примеры вопросов и задач по React Hooks для собеседования']
['\n      Leono\n    '],"['Код на React и TypeScript', ' который работает быстро. Доклад Яндекса']",['Блог компании Яндекс Интерфейсы *ReactJS *TypeScript *'],"['Евангелисты Svelte и других библиотек любят показывать примеры тормозящих компонентов на React. React и TypeScript дают много возможностей создавать медленный код. После доклада Виктора victor-homyakov вы сможете писать более производительные компоненты без усложнения кода.\n\n— Здравствуйте', ' меня зовут Виктор', ' я один из разработчиков страницы поиска Яндекса. На ней каждый день сотни миллионов пользователей вводят свои запросы', ' получают страницу со ссылками или сразу с правильными ответами. Из-за такого количества запросов нам очень важно', ' чтобы наш код работал оптимально. И', ' конечно', ' я сразу должен затронуть тему преждевременной оптимизации кода. ']"
['\n      Greatest_Duke\n    '],['Структура React REST API приложения + TypeScript + Styled-Components'],['JavaScript *ReactJS *TypeScript *'],"['В этой статье я расскажу о том', ' как можно организовать структуру своего React приложения', ' чтобы работы протекала гораздо легче и навигация по директориям происходила быстрее.']"
['\n      justboris\n    '],['Нарушает ли React DOM-стандарты?'],['Разработка веб-сайтов *JavaScript *ReactJS *'],"['Существует довольно популярный сайт https://custom-elements-everywhere.com где показывается как работают веб-компоненты в разных фреймворках. Почти у всех фреймворков там красивый 100% результат', ' но у React там очень настораживающие 71%.Многие пользователи смотрят на эту страничку и делают вывод', ' что React плохо поддерживает не только веб-компоненты', ' но и DOM API в принципе. Так ли это? Действительно ли все плохо?Давайте разбираться!']"
['\n      ru_vds\n    '],['Простые советы по написанию чистого кода React-компонентов'],['Блог компании RUVDS.com Разработка веб-сайтов *JavaScript *Совершенный код *ReactJS *'],"['Автор материала', ' перевод которого мы публикуем сегодня', ' делится советами', ' которые помогают делать чище код React-компонентов и создавать проекты', ' которые масштабируются лучше', ' чем прежде.\n\n']"
['\n      noorsoftprod\n    '],"['Deck.gl', ' Mapbox и React: отображение точек', ' маршрутов и кластеризация на карте']",['ReactJS *'],"['Mapbox является американским поставщиком пользовательских онлайн-карт для веб-сайтов и приложений. С 2010 года он быстро расширил нишу пользовательских карт', ' в ответ на ограниченный выбор', ' предложенный поставщиками карт', ' такими как Google Maps. На данный момент остается достойным продуктом на фоне большого количества конкурентов.\n\n\nОфициальный сайт\n\nDeck.gl это платформа на базе WEB API WebGL для визуального исследовательского анализа больших наборов данных (не только для визуализации географических данных). Создана и поддерживается Uber. Изначально разработана с использованием Mapbox. Также поддерживаются Google Maps', ' но возможности будут ограничены.\n\n\nОфициальный сайт\n\r\nТеперь мы можем переходить к практике', ' которую разделим на несколько пунктов. Напомню', ' что для реализации поставленных задач будем использовать React.\n\r\n1. Отображение карты\n\r\nДля начала нам нужно зарегистироваться на сайте Mapbox и в личном кабинете получить токен. Он понадобится для работы с картами в проекте. ']"
['\n      zhekaal\n    '],"['Кэш или стэйт', ' пробуем React-query']",['Разработка веб-сайтов *JavaScript *ReactJS *TypeScript *'],"[' Популярная библиотека для работы с состоянием веб-приложений\xa0на react-js это redux.\xa0 Однако у нее есть ряд недостатков такие как многословность(даже в связке с redux-toolkit)', ' необходимость выбирать дополнительный слой(redux-thunk', ' redux-saga', ' redux-observable). Возникает ощущение', ' что как-то это все слишком сложно\xa0и уже давно появились хуки и в частности хук useContext.. Так что я попробовал другое решение.']"
['\n      jojo97\n    '],"['Построение надежных веб-приложений на React: Часть 4', ' серверная генерация']",['Разработка веб-сайтов *JavaScript *Node.JS *'],"['Перевод статьи «Building robust web apps with React: Part 4', ' server-side rendering»', ' Matt Hinchliffe\n\r\nОт переводчика: это перевод четвертой части цикла статей «Building robust web apps with React»\r\nПереводы: \n\nПостроение надежных веб-приложений на React: Часть 1', ' браузерные прототипы\nПостроение надежных веб-приложений на React: Часть 2', ' оптимизация с Browserify\nПостроение надежных веб-приложений на React: Часть 3', ' тестирование с Jasmine\nПостроение надежных веб-приложений на React: Часть 4', ' серверная генерация\n\r\nНесколько месяцев назад я написал первую часть этой серии', "" я очень заинтересовался возможностями использования React'а для создания разумных приложений"", ' которые могут избежать слабостей', ' существующих во многих современных JavaScript приложениях. Наконец', ' я собираюсь сделать так', ' чтобы мое приложение запускалось сначала на сервере', ' а потом запускало тот же код в браузере', ' завершая цикл изоморфного или адаптивно-гибридного приложения.\n\r\nВ предыдущей части этой серии я блуждал в поисках стратегии тестирования', ' и эта часть не сильно отличается. И хотя здесь есть примеры и базовые демо изоморфного JavaScript', ' здесь не так много опенсорс реализаций для изучения. В сторону детали реализации', ' для меня', ' самое большое отличие', ' от написания клиентского JavaScript', ' это то', ' что у меня изначально есть данные.\n']"
['\n      iLikeKoffee\n    '],"['Как мы готовим React', ' Require и Backbone']",['Разработка веб-сайтов *JavaScript *ReactJS *'],"['Как следует из официальной документации', ' React.js — V из MVC', ' и', ' как правило', ' вместе с ним применяются другие решения', ' в данном случае — Backbone.js и Require.js. А еще Jasmine', ' Karma и Grunt. Сегодня я поделюсь наброском проекта с применением этих инструментов.\n\nСсылка для нетерпеливых.\n\nХотелки\n\nПрозрачная структура проекта;\nАвтоматизация всей рутинной работы;\nАвтоматизация тестирования;\nМодульность;\nПовторное использования кода;\nПроизводительность.\n\n']"
['\n      xamd\n    '],['Обновление React компонентов с сохранением состояния в режиме реального времени для Browserify'],['Разработка веб-сайтов *JavaScript *Программирование *ReactJS *'],"['\n\r\nВсем доброго времени суток!\r\nДавайте немного поговорим о DX (Developer Experience) или «Опыте разработки»', ' а если конкретнее — об обновлении кода в режиме реального времени с сохранением состояния системы. Если тема для вас в новинку', ' то перед прочтением советую ознакомиться со следующими видео:\n\nРяд видео с обновлением кода в реальном времени без перезагрузки страницы\n\n\n\nВведение: Как это работает?\r\nПрежде всего стоит понимать', ' что реализация подобной функциональности подразумевает под собой решение ряда задач:\r\n — Отслеживание изменений файлов\r\n — Вычисление патча на основании изменений файлов\r\n — Транспортировка патча на клиент (в браузер', ' например)\r\n — Обработка и применение патча к существующему коду\r\nНо обо всём по порядку.\n']"
['\n      XEK\n    '],['Тонкие места в React.js'],['Блог компании Acronis Программирование *ReactJS *'],"['React — это', ' безусловно', ' прорывная технология', ' которая упрощает создание сложных интерфейсов', ' но', ' как у любой абстракции', ' у неё есть свои мелкие проблемки и особенности. Я в своей практике столкнулся с четырьмя не очень очевидными вещами. Багами это назвать сложно — это просто особенности работы библиотеки. О них сегодня и поговорим.\n\n']"
['\n      heathen\n    '],['Клон Trello на Phoenix и React. Части 6-7'],['Разработка веб-сайтов *Программирование *Erlang/OTP *Ruby on Rails *Функциональное программирование *'],"['\n\n\nОглавление (текущий материал выделен)\nВведение и выбор стека технологий\nНачальная настройка проекта Phoenix Framework\nМодель User и JWT-аутентификация\nFront-end для регистрации на React и Redux\nНачальное заполнение базы данных и контроллер для входа в приложение\nАутентификация на front-end на React и Redux\nНастраиваем сокеты и каналы\nВыводим список и создаём новые доски\nДобавляем новых пользователей досок\nОтслеживаем подключённых пользователей досок\nДобавляем списки и карточки\nВыкладываем проект на Heroku\n\nТеперь', ' когда back-end готов обслуживать запросы на аутентификацию', ' давайте перейдём к front-end и посмотрим', ' как создать и отправить эти запросы и как использовать возвращённые данные для того', ' чтобы разрешить пользователю доступ к личным разделам.']"
['\n      comerc\n    '],['React Native — одного JS мало'],['JavaScript *Разработка мобильных приложений *ReactJS *'],"['Итак', ' пришла пора быстро погрузиться в тему. Для усиления эффекта', ' использую разные техники преобразования информации в знания. В частности', ' представляю конспект доклада Алексея Андросова (старшего разработчика интерфейсов', ' Yandex).']"
['\n      lokhmakov\n    '],['Создание npm пакета React компонентов на базе create-react-app'],['JavaScript *Node.JS *ReactJS *'],"['В данной публикации мы рассмотрим', ' как создать npm пакет React компонентов используя create-react-app.']"
['\n      EFS_programm\n    '],['О мобильной библиотеке и любви к React Native'],['Блог компании Сбер JavaScript *Разработка под iOS *Разработка мобильных приложений *ReactJS *'],"['В апреле состоялась конференция для разработчиков мобильных приложений Mobius. На мероприятии Программу «Единая фронтальная система» представляли лидеры команды мобильной разработки Дмитрий Евстратов и Даниил Калинцев (Отдел развития платформы ЕФС АО СберТех) с рассказом о масштабируемом VIP архитектурном дизайне для компонентов с использованием React Native. \r\nДля тех', ' кому интересна мобильная разработка Программы ЕФС', ' кто не присутствовал или не успел пообщаться с ребятами на конференции', ' мы подготовили короткое интервью. В комментариях к нему вы можете задать вопрос спикерам напрямую.\r\n\xa0\n\r\n\xa0']"
['\n      SuperOleg39ru\n    '],"[""Окружение для разработки веб-приложений на TypeScript и React: от 'hello world' до современного SPA. Часть 2""]",['Разработка веб-сайтов *JavaScript *ReactJS *TypeScript *'],"['Цель данной статьи — вместе с читателем написать окружение для разработки современных веб-приложений', ' последовательно добавляя и настраивая необходимые инструменты и библиотеки. По аналогии с многочисленными starter-kit / boilerplate репозиториями', ' но наш', ' собственный.\n\r\nСтатья полностью открыта для доработки и исправления', ' и', ' возможно', ' итоговый материал превратится в актуальный и удобный справочник', ' интересный и для профессионалов', ' и для желающих опробовать новые для них технологии.\n\n']"
['\n      fire-111\n    '],['Первый взгляд на react-native'],['Разработка под iOS *Разработка мобильных приложений *Разработка под Android *ReactJS *'],"['Если вы фронтенд разработчик', ' да еще и с опытом работы react + redux', ' то вам определенно стоит обратить внимание на такой интересный инструмент как react-native. Он позволяет разрабатывать кроссплатформенные приложения под ios и android. React-native находится в стадии активного развития и выпускает обновления каждый месяц.\n']"
['\n      m512781\n    '],"['Знакомьтесь: «все и сразу»', ' React Boilerplate от Maximilian Stoiber v3.6.0']",['JavaScript *Программирование *Node.JS *ReactJS *'],"['Сборка react-boilerplate совсем недавно', ' 26.06.2018', ' была обновлена до версии 3.6.0. Этой сборке уже более трех лет', ' но', ' заметно выделяясь на фоне множества других (более 18 тыс. Stars GitHub)', ' она практически никак не была замечена на Хабре. В чем же ее особенность? Если кратко — сборка предлагает разработчику «все и сразу»!']"
['\n      Vladimirov_Vladimir\n    '],['Приручить зверя. С чем мы столкнулись при разработке приложения для ведения личного дневника на React Native'],['Open source *JavaScript *Разработка мобильных приложений *Разработка под Android *ReactJS *'],"['В предыдущей статье я подробно рассказал о нашем опыте создания веб-сервиса/мобильного приложения для ведения личного дневника. Актуальная версия приложения (минимальная работоспособная версия уже выложена в Google Play) разрабатывается на React Native', ' и вот на нем мы и остановимся подробно сегодня. \n\r\nРассказываем о собственном опыте работы с фреймворком', ' способах расширения функционала', ' «подводных камнях» (куда ж без них!) и как мы их обошли.\n\nО фреймворке в целом\r\nНемного о виновнике торжества — React Native. Он все-таки хорош!\n\r\nДля тех', ' кто в достаточной степени знает JavaScript и тем более NodeJS — он очень хорош. Если же есть опыт с React', ' ну или хотя бы есть понимание ее идеи', ' механизма — он просто великолепен!\n\r\nГлавное', ' что на выходе получается действительно нативное приложение. Расширения и плагины покрывают практически 99% типовых задач. Оставшийся процент при острой необходимости можно дописать на родных языках (java', ' object-c) и подключить к React Native приложению. \n\r\nНо хватит про плюсы', ' от них толку ноль', ' хоть список и будет внушительным. Все плюшки и вкусности бессмысленны', ' если приложение не запускается', ' а это первое чем нас «порадовал» React Native. \n\r\nСначала ему не понравилась версия NodeJS. Потом версия npm. Потом версия Android SDK', ' потом версия Android tools', ' потом… Писать про то', ' как все проблемы решились', ' смысла нет', ' ибо с того момента все вышеперечисленное ПО обновило свои версии и инструкции будут неактуальны. \n\r\nПросто знайте: узкое место React Native — среда сборки. Будьте готовы к штудированию google', ' чтению форумов и stackoverflow. На развертывание в итоге потратили: Ubuntu — 3 дня', ' Win10 — 2 дня. Как ни странно', ' на «винде» все оказалось проще', ' ну', ' или просто на ubuntu «шишек набили» и уже понимали', ' что и куда подсовывать.\n\r\nНа заметку', ' вдруг кому пригодится: код', ' представленный ниже', ' решил все проблемы с совместимостью версий sdk у дополнений при компиляции проекта. ']"
